ID,NAME,BASEKV,BUSTYPE,AREA,ZONE,OWNER,VM,VA,VMAX0,VMIN0,VMAX1,VMIN1
2410,'PARDEE',230.0000,1,2,2,1,1.00710,-14.6945,1.10000,0.90000,1.10000,0.90000
2411,'VINCENT',230.0000,1,2,2,1,1.02033,-11.4155,1.10000,0.90000,1.10000,0.90000
2431,'LUGO',20.0000,2,2,2,1,1.04996,-13.6693,1.10000,0.90000,1.10000,0.90000
2434,'VINCENT',20.0000,2,2,2,1,1.02000,-11.3880,1.10000,0.90000,1.10000,0.90000
2438,'MESA_CAL',20.0000,2,2,2,1,1.00981,-7.7532,1.10000,0.90000,1.10000,0.90000
2439,'MIRALOMA',20.0000,2,2,2,1,1.01976,-18.7223,1.10000,0.90000,1.10000,0.90000
2501,'SERRANO',500.0000,1,2,2,1,1.02693,-20.2708,1.10000,0.90000,1.10000,0.90000
2502,'SERRANO',230.0000,1,2,2,1,1.02320,-21.6056,1.10000,0.90000,1.10000,0.90000
2503,'S.ONOFRE',230.0000,1,2,2,1,1.00900,-23.5705,1.10000,0.90000,1.10000,0.90000
2533,'S.ONOFRE',20.0000,2,2,2,1,1.00959,-23.0364,1.10000,0.90000,1.10000,0.90000
2600,'ADELANTO',500.0000,1,2,2,1,1.05578,-9.3695,1.10000,0.90000,1.10000,0.90000
2601,'RINALDI',500.0000,1,2,2,1,1.04794,-9.8178,1.10000,0.90000,1.10000,0.90000
2602,'STA_E',500.0000,1,2,2,1,1.02251,-9.4350,1.10000,0.90000,1.10000,0.90000
2603,'VICTORVL',500.0000,1,2,2,1,1.05656,-10.0289,1.10000,0.90000,1.10000,0.90000
2604,'INTERMT',345.0000,1,2,2,1,1.03000,-3.3390,1.10000,0.90000,1.10000,0.90000
2605,'STA_B1',287.0000,1,2,2,1,1.02096,-7.2426,1.10000,0.90000,1.10000,0.90000
2606,'STA_B2',287.0000,1,2,2,1,1.02096,-7.2426,1.10000,0.90000,1.10000,0.90000
2607,'VICTORVL',287.0000,1,2,2,1,1.04732,-9.0980,1.10000,0.90000,1.10000,0.90000
2608,'CASTAIC',230.0000,1,2,2,1,1.01500,-9.4369,1.10000,0.90000,1.10000,0.90000
2609,'GLENDAL',230.0000,1,2,2,1,0.99971,-7.7201,1.10000,0.90000,1.10000,0.90000
2610,'HAYNES',230.0000,1,2,2,1,1.00400,6.4589,1.10000,0.90000,1.10000,0.90000
2611,'OLIVE',230.0000,1,2,2,1,1.01500,-9.6301,1.10000,0.90000,1.10000,0.90000
2612,'RINALDI',230.0000,1,2,2,1,1.01357,-9.9960,1.10000,0.90000,1.10000,0.90000
2613,'RIVER',230.0000,1,2,2,1,0.99477,-4.2231,1.10000,0.90000,1.10000,0.90000
2614,'STA_BLD',230.0000,1,2,2,1,1.00215,-5.8005,1.10000,0.90000,1.10000,0.90000
2615,'STA_E',230.0000,1,2,2,1,1.00539,-9.1473,1.10000,0.90000,1.10000,0.90000
2616,'STA_F',230.0000,1,2,2,1,0.99670,-4.5571,1.10000,0.90000,1.10000,0.90000
2617,'STA_G',230.0000,1,2,2,1,0.99769,-6.2866,1.10000,0.90000,1.10000,0.90000
2618,'STA_J',230.0000,1,2,2,1,1.01112,-10.9936,1.10000,0.90000,1.10000,0.90000
2619,'SYLMARLA',230.0000,1,2,2,1,1.01253,-9.6918,1.10000,0.90000,1.10000,0.90000
2620,'VALLEY',230.0000,1,2,2,1,1.00929,-10.0536,1.10000,0.90000,1.10000,0.90000
2621,'STA_B',138.0000,1,2,2,1,1.01278,-6.9051,1.10000,0.90000,1.10000,0.90000
2630,'HAYNES3G',20.0000,2,2,2,1,1.00486,7.1069,1.10000,0.90000,1.10000,0.90000
2631,'OLIVE',20.0000,2,2,2,1,1.01516,-9.5656,1.10000,0.90000,1.10000,0.90000
2634,'INTERM1G',20.0000,2,2,2,1,1.02988,-2.9240,1.10000,0.90000,1.10000,0.90000
2637,'OWENS_G',20.0000,2,2,2,1,1.01377,-9.9729,1.10000,0.90000,1.10000,0.90000
2638,'CASTAI4G',20.0000,2,2,2,1,1.01504,-9.3813,1.10000,0.90000,1.10000,0.90000
2901,'ELDORADO',500.0000,1,2,2,1,1.10739,-9.9996,1.10000,0.90000,1.10000,0.90000
2902,'MOHAVE',500.0000,1,2,2,1,1.11740,-11.1977,1.10000,0.90000,1.10000,0.90000
3101,'EMBRCDRD',230.0000,1,2,2,1,0.98132,-7.7767,1.10000,0.90000,1.10000,0.90000
3102,'MARTIN',230.0000,1,2,2,1,0.98603,-6.6336,1.10000,0.90000,1.10000,0.90000
3103,'SANMATEO',230.0000,1,2,2,1,0.99272,-4.5012,1.10000,0.90000,1.10000,0.90000
3104,'MARTIN',115.0000,1,2,2,1,0.98581,-11.4950,1.10000,0.90000,1.10000,0.90000
3105,'POTRERO',115.0000,1,2,2,1,1.00000,-11.5056,1.10000,0.90000,1.10000,0.90000
3133,'SANMATEO',20.0000,2,2,2,1,0.99266,-4.4922,1.10000,0.90000,1.10000,0.90000
3135,'POTRERO',20.0000,2,2,2,1,1.00043,-11.4426,1.10000,0.90000,1.10000,0.90000
3201,'C.COSTA',230.0000,1,2,2,1,1.00361,-4.5744,1.10000,0.90000,1.10000,0.90000
3202,'MORAGA',230.0000,1,2,2,1,1.00231,-4.1296,1.10000,0.90000,1.10000,0.90000
3203,'NEWARK',230.0000,1,2,2,1,1.00055,-4.2221,1.10000,0.90000,1.10000,0.90000
3204,'PITSBURG',230.0000,1,2,2,1,1.01000,0.1458,1.10000,0.90000,1.10000,0.90000
3205,'SOBRANTE',230.0000,1,2,2,1,1.00081,-2.5203,1.10000,0.90000,1.10000,0.90000
3234,'PITSBURG',20.0000,2,2,2,1,1.01207,1.2652,1.10000,0.90000,1.10000,0.90000
3301,'METCALF',500.0000,1,2,2,1,1.01131,-4.7303,1.10000,0.90000,1.10000,0.90000
3302,'JEFFERSN',230.0000,1,2,2,1,0.98430,-7.6693,1.10000,0.90000,1.10000,0.90000
3303,'METCALF',230.0000,1,2,2,1,1.00000,-5.4781,1.10000,0.90000,1.10000,0.90000
3304,'MONTAVIS',230.0000,1,2,2,1,0.98986,-7.0451,1.10000,0.90000,1.10000,0.90000
3305,'RAVENSWD',230.0000,1,2,2,1,0.99494,-4.7831,1.10000,0.90000,1.10000,0.90000
3333,'METCALF',20.0000,2,2,2,1,1.00081,-5.2460,1.10000,0.90000,1.10000,0.90000
3401,'GREGG',230.0000,1,2,2,1,0.96667,-13.8507,1.10000,0.90000,1.10000,0.90000
3402,'HELMS_PP',230.0000,1,2,2,1,0.96880,-13.8643,1.10000,0.90000,1.10000,0.90000
3403,'MC_CALL',230.0000,1,2,2,1,1.00000,-1.5414,1.10000,0.90000,1.10000,0.90000
3404,'PANOCHE',230.0000,1,2,2,1,0.98837,-8.6626,1.10000,0.90000,1.10000,0.90000
3405,'WILSON',230.0000,1,2,2,1,0.96210,-15.5760,1.10000,0.90000,1.10000,0.90000
3432,'HELMS_PP',20.0000,1,2,2,1,0.96880,-13.8643,1.10000,0.90000,1.10000,0.90000
3433,'MC_CALL',20.0000,2,2,2,1,1.00024,-1.1903,1.10000,0.90000,1.10000,0.90000
3501,'FULTON',230.0000,1,2,2,1,1.00000,1.6159,1.10000,0.90000,1.10000,0.90000
3531,'FULTON',20.0000,2,2,2,1,1.00036,1.9278,1.10000,0.90000,1.10000,0.90000
3601,'HUMBOLDT',115.0000,1,2,2,1,1.01500,-3.9450,1.10000,0.90000,1.10000,0.90000
3631,'HUMBOLDT',20.0000,2,2,2,1,1.01477,-3.9180,1.10000,0.90000,1.10000,0.90000
3701,'SUMMIT',115.0000,1,1,9,1,1.00657,-20.6887,1.10000,0.90000,1.10000,0.90000
3731,'SUMMIT',20.0000,2,1,9,1,1.00596,-20.6259,1.10000,0.90000,1.10000,0.90000
3801,'DIABLO',500.0000,1,2,2,1,1.04900,0.2332,1.10000,0.90000,1.10000,0.90000
3802,'GATES',500.0000,1,2,2,1,1.03709,-5.7476,1.10000,0.90000,1.10000,0.90000
3803,'MIDWAY',500.0000,1,2,2,1,1.04616,-7.1165,1.10000,0.90000,1.10000,0.90000
3804,'GATES',230.0000,1,2,2,1,1.00233,-7.1239,1.10000,0.90000,1.10000,0.90000
3805,'MIDWAY',230.0000,1,2,2,1,1.03500,-6.6568,1.10000,0.90000,1.10000,0.90000
3806,'MORROBAY',230.0000,1,2,2,1,1.01900,-3.5261,1.10000,0.90000,1.10000,0.90000
3831,'DIABLO1',20.0000,2,2,2,1,1.04876,0.7821,1.10000,0.90000,1.10000,0.90000
3835,'MIDWAY',20.0000,2,2,2,1,1.03528,-6.5555,1.10000,0.90000,1.10000,0.90000
3836,'MORROBAY',20.0000,2,2,2,1,1.01896,-3.3388,1.10000,0.90000,1.10000,0.90000
3891,'GATES1',500.0000,1,2,2,1,1.05217,-9.2502,1.10000,0.90000,1.10000,0.90000
3892,'MIDWAY1',500.0000,1,2,2,1,1.03871,-3.9080,1.10000,0.90000,1.10000,0.90000
3893,'MIDWAY2',500.0000,1,2,2,1,1.03351,-13.1513,1.10000,0.90000,1.10000,0.90000
3894,'MIDWAY3',500.0000,1,2,2,1,1.03851,-3.8546,1.10000,0.90000,1.10000,0.90000
3895,'MIDWAY4',500.0000,1,2,2,1,1.03370,-13.1723,1.10000,0.90000,1.10000,0.90000
3896,'MIDWAY5',500.0000,1,2,2,1,1.03890,-3.6959,1.10000,0.90000,1.10000,0.90000
3897,'MIDWAY6',500.0000,1,2,2,1,1.03561,-13.0099,1.10000,0.90000,1.10000,0.90000
3901,'LOSBANOS',500.0000,1,2,2,1,1.02990,-6.0140,1.10000,0.90000,1.10000,0.90000
3902,'MOSSLAND',500.0000,1,2,2,1,1.00000,-2.2632,1.10000,0.90000,1.10000,0.90000
3903,'TESLA',500.0000,1,2,2,1,1.03465,-5.2887,1.10000,0.90000,1.10000,0.90000
3904,'VACA-DIX',500.0000,1,2,2,1,1.03414,-5.4622,1.10000,0.90000,1.10000,0.90000
3905,'TABLE_MT',500.0000,1,2,2,1,1.04915,-6.1484,1.10000,0.90000,1.10000,0.90000
3906,'ROUND_MT',500.0000,1,2,2,1,1.06991,-5.5014,1.10000,0.90000,1.10000,0.90000
3907,'BELLOTA',230.0000,1,2,2,1,0.96956,-13.7171,1.10000,0.90000,1.10000,0.90000
3908,'BRIGHTON',230.0000,1,2,2,1,0.97516,-16.5874,1.10000,0.90000,1.10000,0.90000
3909,'COLGATE',230.0000,1,2,2,1,0.98747,-17.7611,1.10000,0.90000,1.10000,0.90000
3910,'CORTINA',230.0000,1,2,2,1,0.97959,-12.9925,1.10000,0.90000,1.10000,0.90000
3911,'COTWDPGE',230.0000,1,2,2,1,1.04304,-4.1388,1.10000,0.90000,1.10000,0.90000
3912,'GLENN',230.0000,1,2,2,1,1.02453,-10.2031,1.10000,0.90000,1.10000,0.90000
3913,'GOLDHILL',230.0000,1,2,2,1,0.98796,-12.6866,1.10000,0.90000,1.10000,0.90000
3914,'IGNACIO',230.0000,1,2,2,1,0.99136,-2.1378,1.10000,0.90000,1.10000,0.90000
3915,'LAKEVILE',230.0000,1,2,2,1,0.99702,-3.3855,1.10000,0.90000,1.10000,0.90000
3916,'LOGAN_CR',230.0000,1,2,2,1,1.02219,-9.9548,1.10000,0.90000,1.10000,0.90000
3917,'LOSBANOS',230.0000,1,2,2,1,1.01012,-8.3354,1.10000,0.90000,1.10000,0.90000
3918,'MOSSLAND',230.0000,1,2,2,1,0.99384,-6.0267,1.10000,0.90000,1.10000,0.90000
3919,'PALERMO',230.0000,1,2,2,1,0.99679,-16.6180,1.10000,0.90000,1.10000,0.90000
3920,'RIO_OSO',230.0000,1,2,2,1,0.99025,-16.2913,1.10000,0.90000,1.10000,0.90000
3921,'ROUND_MT',230.0000,1,2,2,1,1.07000,1.5011,1.10000,0.90000,1.10000,0.90000
3922,'TABLE_MT',230.0000,1,2,2,1,1.01629,-12.7252,1.10000,0.90000,1.10000,0.90000
3923,'TESLA',230.0000,1,2,2,1,1.01761,-1.0250,1.10000,0.90000,1.10000,0.90000
3924,'VACA-DIX',230.0000,1,2,2,1,1.00949,-5.4562,1.10000,0.90000,1.10000,0.90000
3925,'COTWDPGE',115.0000,1,2,2,1,1.02989,-4.0766,1.10000,0.90000,1.10000,0.90000
3926,'RIO_OSO',115.0000,1,2,2,1,0.99786,-19.5525,1.10000,0.90000,1.10000,0.90000
3931,'ROUND_MT',20.0000,2,2,2,1,1.07066,1.8629,1.10000,0.90000,1.10000,0.90000
3932,'MOSSLAND',20.0000,2,2,2,1,0.99876,-1.8746,1.10000,0.90000,1.10000,0.90000
3933,'TESLA',20.0000,3,2,2,1,1.02000,0.0000,1.10000,0.90000,1.10000,0.90000
4001,'MALIN',500.0000,1,3,11,1,1.08000,-5.9328,1.10000,0.90000,1.10000,0.90000
4002,'SUMMER_L',500.0000,1,3,11,1,1.11410,-3.7122,1.10000,0.90000,1.10000,0.90000
4003,'BURNS',500.0000,1,3,11,1,1.12835,4.1039,1.10000,0.90000,1.10000,0.90000
4004,'GRIZZLY',500.0000,1,3,11,1,1.10132,-5.7208,1.10000,0.90000,1.10000,0.90000
4005,'JOHN_DAY',500.0000,1,3,11,1,1.08000,-5.3425,1.10000,0.90000,1.10000,0.90000
4006,'BIG_EDDY',500.0000,1,3,11,1,1.07594,-8.9606,1.10000,0.90000,1.10000,0.90000
4007,'CELILOCA',500.0000,1,3,11,1,1.07595,-9.1337,1.10000,0.90000,1.10000,0.90000
4008,'MALIN',345.0000,1,3,11,1,1.08013,-8.1151,1.10000,0.90000,1.10000,0.90000
4009,'BIG_EDDY',230.0000,1,3,11,1,1.08000,-11.4341,1.10000,0.90000,1.10000,0.90000
4010,'CELILO',230.0000,1,3,11,1,1.07871,-11.6748,1.10000,0.90000,1.10000,0.90000
4031,'MALIN',20.0000,2,3,11,1,1.07685,-5.5496,1.10000,0.90000,1.10000,0.90000
4035,'JOHN_DAY',20.0000,2,3,11,1,1.07767,-4.7798,1.10000,0.90000,1.10000,0.90000
4039,'DALLES21',20.0000,2,3,13,1,1.08393,-10.8846,1.10000,0.90000,1.10000,0.90000
4090,'MALIN1',500.0000,1,3,11,1,1.11068,-4.0346,1.10000,0.90000,1.10000,0.90000
4091,'GRIZZLY1',500.0000,1,3,11,1,1.11061,-4.8922,1.10000,0.90000,1.10000,0.90000
4092,'GRIZZLY2',500.0000,1,3,11,1,1.09408,-5.9281,1.10000,0.90000,1.10000,0.90000
4093,'GRIZZLY3',500.0000,1,3,11,1,1.09230,-5.9578,1.10000,0.90000,1.10000,0.90000
4094,'GRIZZLY4',500.0000,1,3,11,1,1.10593,-5.7326,1.10000,0.90000,1.10000,0.90000
4095,'GRIZZLY5',500.0000,1,3,11,1,1.09241,-5.9401,1.10000,0.90000,1.10000,0.90000
4096,'GRIZZLY6',500.0000,1,3,11,1,1.09042,-5.9721,1.10000,0.90000,1.10000,0.90000
4097,'GRIZZLY7',500.0000,1,3,11,1,1.10568,-5.7303,1.10000,0.90000,1.10000,0.90000
4101,'COULEE',500.0000,1,3,13,1,1.12800,11.2675,1.10000,0.90000,1.10000,0.90000
4102,'HANFORD',500.0000,1,3,13,1,1.09600,3.9997,1.10000,0.90000,1.10000,0.90000
4103,'BELL',500.0000,1,3,13,1,1.08083,-3.7392,1.10000,0.90000,1.10000,0.90000
4104,'BELL',230.0000,1,3,13,1,1.05179,-14.7065,1.10000,0.90000,1.10000,0.90000
4131,'COULEE',20.0000,2,3,13,1,1.13099,13.1595,1.10000,0.90000,1.10000,0.90000
4132,'HANFORD',20.0000,2,3,13,1,1.09651,5.6353,1.10000,0.90000,1.10000,0.90000
4201,'NORTH',500.0000,1,3,13,1,1.12000,4.0883,1.10000,0.90000,1.10000,0.90000
4202,'WCASCADE',500.0000,1,3,13,1,1.06000,-8.2490,1.10000,0.90000,1.10000,0.90000
4203,'WILLAMET',500.0000,1,3,13,1,1.02932,-11.4988,1.10000,0.90000,1.10000,0.90000
4204,'MERIDIAN',500.0000,1,3,13,1,1.06186,-7.7302,1.10000,0.90000,1.10000,0.90000
4231,'NORTH_G3',20.0000,2,3,13,1,1.12632,5.0125,1.10000,0.90000,1.10000,0.90000
4232,'WCASCADE',20.0000,2,3,13,1,1.05994,-8.0228,1.10000,0.90000,1.10000,0.90000
5001,'CANADA',500.0000,1,3,4,1,1.05000,-5.7602,1.10000,0.90000,1.10000,0.90000
5002,'CANALB',500.0000,1,3,1,1,1.05500,-6.9724,1.10000,0.90000,1.10000,0.90000
5003,'CA230TO',230.0000,1,3,1,1,1.05368,-10.4490,1.10000,0.90000,1.10000,0.90000
5004,'CA230',230.0000,1,3,4,1,1.08678,-12.6232,1.10000,0.90000,1.10000,0.90000
5031,'CANAD_G1',20.0000,2,3,4,1,1.05458,-4.0013,1.10000,0.90000,1.10000,0.90000
5032,'CMAIN_GM',20.0000,2,3,1,1,1.06140,-4.5562,1.10000,0.90000,1.10000,0.90000
6101,'MIDPOINT',500.0000,1,3,6,1,1.06620,13.9305,1.10000,0.90000,1.10000,0.90000
6102,'MIDPOINT',345.0000,1,3,6,1,1.03000,16.7065,1.10000,0.90000,1.10000,0.90000
6103,'BORAH',345.0000,1,3,6,1,1.01551,14.8856,1.10000,0.90000,1.10000,0.90000
6104,'BORAH',230.0000,1,3,6,1,1.00976,2.6761,1.10000,0.90000,1.10000,0.90000
6132,'MIDPOINT',20.0000,2,3,6,1,1.02575,17.7272,1.10000,0.90000,1.10000,0.90000
6201,'COLSTRP',500.0000,1,3,8,1,1.06000,7.3626,1.10000,0.90000,1.10000,0.90000
6202,'GARRISON',500.0000,1,3,8,1,1.09477,2.7322,1.10000,0.90000,1.10000,0.90000
6203,'COLSTRP',230.0000,1,3,8,1,1.00572,6.4631,1.10000,0.90000,1.10000,0.90000
6204,'GARRISON',230.0000,1,3,8,1,1.05172,3.1248,1.10000,0.90000,1.10000,0.90000
6205,'MONTANA',230.0000,1,3,8,1,1.05000,13.0019,1.10000,0.90000,1.10000,0.90000
6231,'COLSTRP',20.0000,2,3,8,1,1.05917,7.5999,1.10000,0.90000,1.10000,0.90000
6235,'MONTA_G1',20.0000,2,3,8,1,1.05069,13.3683,1.10000,0.90000,1.10000,0.90000
6301,'BRIDGER',345.0000,1,3,14,1,1.01772,16.1900,1.10000,0.90000,1.10000,0.90000
6302,'LARAMIE',345.0000,1,3,14,1,1.00694,-32.2769,1.10000,0.90000,1.10000,0.90000
6303,'BRIDGER2',230.0000,1,3,14,1,1.03000,29.5363,1.10000,0.90000,1.10000,0.90000
6304,'LARAMIE',230.0000,1,3,14,1,0.99528,-19.7357,1.10000,0.90000,1.10000,0.90000
6305,'NAUGHTON',230.0000,1,3,14,1,1.06000,29.9977,1.10000,0.90000,1.10000,0.90000
6333,'BRIDGER',20.0000,2,3,14,1,1.03304,30.5480,1.10000,0.90000,1.10000,0.90000
6335,'NAUGHT',20.0000,2,3,14,1,1.06359,30.7165,1.10000,0.90000,1.10000,0.90000
6401,'TRACYSPP',345.0000,1,1,9,1,1.07236,-19.1477,1.10000,0.90000,1.10000,0.90000
6402,'SUMITSPP',115.0000,1,1,9,1,1.03585,-21.0055,1.10000,0.90000,1.10000,0.90000
6403,'VALMY',345.0000,1,1,9,1,1.11000,4.0155,1.10000,0.90000,1.10000,0.90000
6404,'GONDER',345.0000,1,1,9,1,1.08194,-4.0766,1.10000,0.90000,1.10000,0.90000
6433,'VALMY',20.0000,2,1,9,1,1.11115,4.3221,1.10000,0.90000,1.10000,0.90000
6501,'BENLOMND',345.0000,1,3,12,1,1.02227,-0.4241,1.10000,0.90000,1.10000,0.90000
6502,'CAMP_WIL',345.0000,1,3,12,1,1.02021,-1.1806,1.10000,0.90000,1.10000,0.90000
6503,'EMERY',345.0000,1,3,12,1,1.06500,10.2234,1.10000,0.90000,1.10000,0.90000
6504,'MONA',345.0000,1,3,12,1,1.02275,-1.1804,1.10000,0.90000,1.10000,0.90000
6505,'PINTO',345.0000,1,3,12,1,1.07140,8.8513,1.10000,0.90000,1.10000,0.90000
6506,'PINTO_PS',345.0000,1,3,12,1,1.05902,8.6263,1.10000,0.90000,1.10000,0.90000
6507,'SIGURD',345.0000,1,3,12,1,1.05132,0.2894,1.10000,0.90000,1.10000,0.90000
6508,'SPAN_FRK',345.0000,1,3,12,1,1.02819,1.5377,1.10000,0.90000,1.10000,0.90000
6509,'TERMINAL',345.0000,1,3,12,1,1.02095,-1.1618,1.10000,0.90000,1.10000,0.90000
6510,'BENLOMND',230.0000,1,3,12,1,0.98849,0.3377,1.10000,0.90000,1.10000,0.90000
6533,'EMERY',20.0000,2,3,12,1,1.06644,11.0672,1.10000,0.90000,1.10000,0.90000
7001,'COLOEAST',345.0000,1,3,5,1,1.02000,-33.8246,1.10000,0.90000,1.10000,0.90000
7002,'CRAIG',345.0000,1,3,5,1,1.01500,-30.6709,1.10000,0.90000,1.10000,0.90000
7031,'COLOEAST',20.0000,2,3,5,1,1.02618,-32.5740,1.10000,0.90000,1.10000,0.90000
7032,'CRAIG',20.0000,2,3,5,1,1.01535,-29.9099,1.10000,0.90000,1.10000,0.90000
8001,'OLINDA',500.0000,1,2,2,1,1.06479,-6.0412,1.10000,0.90000,1.10000,0.90000
8002,'TRACY',500.0000,1,2,2,1,1.04198,-7.7367,1.10000,0.90000,1.10000,0.90000
8003,'COTWDWAP',230.0000,1,2,2,1,1.07500,-3.4806,1.10000,0.90000,1.10000,0.90000
8004,'RNCHSECO',230.0000,1,2,2,1,1.00000,-11.7273,1.10000,0.90000,1.10000,0.90000
8005,'TRACYPMP',230.0000,1,2,2,1,1.00301,-13.4174,1.10000,0.90000,1.10000,0.90000
8033,'COTWDWAP',20.0000,2,2,2,1,1.07619,-3.1879,1.10000,0.90000,1.10000,0.90000
8034,'RNCHSECO',20.0000,2,2,2,1,1.00225,-10.7632,1.10000,0.90000,1.10000,0.90000
