StartBusName,EndBusName,X,FlowLim,Active
4001,8001,0.01293,1600,1
4002,4003,0.02373,3600,1
4002,4090,0.00238,3600,1
4002,4091,0.01036,3450,1
4003,6101,0.02689,1732,1
4004,4005,0.01412,3450,1
4004,4005,0.02408,3450,1
4004,4005,0.02409,3450,1
4004,4091,0.00737,3450,1
4004,4092,0.01266,2001,1
4004,4095,0.01266,2001,1
4005,4006,0.00451,2175,1
4005,4006,0.00446,2175,1
4005,4102,0.02316,2001,1
4005,4102,0.02,2001,1
4005,4202,0.0082,2001,1
4005,6202,0.03304,2001,1
4006,4007,0.0003,3450,1
4006,4007,0.0003,3450,1
4006,4202,0.0082,2001,1
4008,6401,0.0673,2001,1
4009,4010,0.00131,3020,1
4009,4010,0.00116,3020,1
4009,4104,0.02,2001,1
4092,4093,0.00165,2001,1
4093,4094,-0.01263,2400,1
4095,4096,0.00165,2400,1
4096,4097,-0.01263,2001,1
4101,4102,0.02069,2001,1
4101,4102,0.02069,99999,1
4101,4103,0.074,99999,1
4101,4103,0.02,99999,1
4101,4201,0.0082,99999,1
4101,4201,0.0082,99999,1
4102,4201,0.0082,99999,1
4102,4201,0.0082,99999,1
4102,4202,0.0082,99999,1
4102,4202,0.0082,99999,1
4102,6202,0.02258,2001,1
4103,6202,0.074,2001,1
4104,5004,0.08,800,1
4201,4202,0.02408,2001,1
4201,5001,0.02,2350,1
4202,4203,0.00165,99999,1
4203,4204,0.01266,2001,1
5001,5002,0.007,3000,1
5003,5004,0.08,2001,1
6102,6103,0.002316,2307,1
6102,6301,0.0046,1500,1
6102,6403,0.0673,1000,1
6103,6301,0.0046,1000,1
6103,6301,0.0046,1000,1
6103,6501,0.0673,1000,1
6103,6501,0.0673,1000,1
6104,6204,0.0965,2001,1
6104,6305,0.0965,1000,1
6201,6202,0.01405,2001,1
6203,6205,0.074,2001,1
6203,6303,0.0965,2001,1
6203,6303,0.0965,2001,1
6203,6304,0.0965,2001,1
6204,6205,0.025,900,1
6302,7001,0.0046,1605,1
6303,6304,0.0965,2001,1
6303,6305,0.0965,2001,1
6303,6305,0.0965,2001,1
6305,6510,0.04825,1300,1
6305,6510,0.04825,1300,1
6401,6403,0.0673,2001,1
6401,6403,0.0673,2001,1
6401,6404,0.0965,2001,1
6403,6404,0.0673,2001,1
6404,6507,0.0965,2001,1
6501,6502,0.00332,2001,1
6501,6504,0.00238,2001,1
6501,6509,0.0226,2001,1
6501,6509,0.0226,2001,1
6502,6503,0.0602,2001,1
6502,6503,0.0537,2001,1
6502,6504,0.00225,2001,1
6502,6504,0.00238,2001,1
6502,6504,0.00225,2001,1
6502,6504,0.00238,2001,1
6502,6508,0.0172,2001,1
6502,6509,0.00106,2001,1
6502,6509,0.00106,2001,1
6503,6504,0.0349,2001,1
6503,6505,0.0878,400,1
6503,6507,0.0374,600,1
6503,6507,0.0372,600,1
6503,6508,0.0392,2001,1
6504,6507,0.034,2001,1
6504,6507,0.0349,2001,1
6504,7002,0.1369,650,1
7001,7002,0.0046,2001,1
8001,8002,0.0111,2001,1
8003,8004,0.13702,2001,1
8003,8005,0.27403,2001,1
8003,8005,0.27403,2001,1
8004,8005,0.13702,2001,1
1001,1002,0.011,99999,1
1001,1002,0.011,99999,1
1002,1003,0.0138,99999,1
1002,1003,0.0139,99999,1
1002,1032,0.0005,3000,1
1004,1034,0.0005,99999,1
1101,1102,0.0146,99999,1
1101,1102,0.0146,99999,1
1101,1131,0.0005,99999,1
1202,1232,0.0005,2000,1
1301,1331,0.0005,99999,1
1302,1303,0.0072,600,1
1303,1333,0.0005,99999,1
1401,1403,0.0138,99999,1
1401,1431,0.0005,3066,1
2000,2030,0.0005,99999,1
2100,2130,0.0005,99999,1
2100,2400,0.0138,99999,1
2201,2202,0.005,99999,1
2201,2202,0.005,99999,1
2203,2233,0.0005,99999,1
2301,2302,0.005,99999,1
2301,2302,0.005,99999,1
2302,2332,0.0005,99999,1
2401,2431,0.0001,99999,1
2402,2409,0.005,99999,1
2404,2411,0.01149,1120,1
2404,2411,0.01149,1120,1
2404,2411,0.01149,1120,1
2405,2619,0.00115,99999,1
2408,2438,0.0005,99999,1
2409,2439,0.0001,99999,1
2411,2434,0.0001,99999,1
2501,2502,0.005,99999,1
2501,2502,0.005,99999,1
2501,2502,0.005,99999,1
2503,2533,0.0005,99999,1
2601,2612,0.01386,99999,1
2602,2615,0.01386,99999,1
2602,2615,0.01386,99999,1
2603,2607,0.02338,99999,1
2604,2634,0.0005,99999,1
2605,2621,0.01491,99999,1
2606,2621,0.01491,99999,1
2608,2638,0.0005,99999,1
2610,2630,0.0005,99999,1
2611,2631,0.0005,99999,1
2612,2637,0.0005,99999,1
2614,2621,0.0133,99999,1
2614,2621,0.0134,99999,1
3102,3104,0.0299,250,1
3103,3133,0.0005,99999,1
3105,3135,0.0005,99999,1
3204,3234,0.0005,99999,1
3301,3303,0.0174,840,1
3301,3303,0.0174,840,1
3301,3303,0.0174,840,1
3303,3333,0.0005,99999,1
3402,3432,0.0005,99999,1
3403,3433,0.0005,99999,1
3501,3531,0.0005,99999,1
3601,3631,0.0005,99999,1
3701,3731,0.0005,99999,1
3701,6402,0.0299,99999,1
3701,6402,0.0299,99999,1
3801,3831,0.0005,99999,1
3802,3804,0.0174,840,1
3803,3805,0.0174,840,1
3803,3805,0.0119,840,1
3805,3835,0.0005,99999,1
3806,3836,0.0005,99999,1
3901,3917,0.0174,840,1
3902,3918,0.0174,840,1
3902,3932,0.0005,99999,1
3903,3923,0.0174,840,1
3904,3924,0.0125,1120,1
3905,3922,0.0174,840,1
3906,3921,0.0174,840,1
3911,3925,0.0299,888,1
3920,3926,0.0299,888,1
3920,3926,0.0299,888,1
3921,3931,0.0005,99999,1
3923,3933,0.0005,99999,1
4001,4008,0.0072,99999,1
4001,4031,0.0005,99999,1
4005,4035,0.0005,5000,1
4006,4009,0.01181,1008,1
4006,4009,0.00735,1008,1
4007,4010,0.00221,3000,1
4009,4039,0.0005,2000,1
4101,4131,0.0005,99999,1
4102,4132,0.0005,99999,1
4103,4104,0.01,99999,1
4201,4231,0.0005,99999,1
4202,4232,0.0005,99999,1
5001,5031,0.0005,99999,1
5002,5003,0.01,99999,1
5002,5032,0.0005,99999,1
6101,6102,0.0072,1500,1
6102,6132,0.0005,99999,1
6103,6104,0.0181,99999,1
6201,6203,0.0181,99999,1
6201,6231,0.0005,99999,1
6202,6204,0.0181,99999,1
6205,6235,0.0005,99999,1
6301,6303,0.0181,99999,1
6302,6304,0.0181,99999,1
6303,6333,0.0005,99999,1
6305,6335,0.0005,99999,1
6401,6402,0.0299,99999,1
6401,6402,0.0299,99999,1
6403,6433,0.0005,99999,1
6501,6510,0.0181,99999,1
6501,6510,0.0181,99999,1
6503,6533,0.0005,99999,1
6505,6506,0.0195,99999,1
7001,7031,0.0005,99999,1
7002,7032,0.0005,99999,1
8001,8003,0.0174,99999,1
8002,8005,0.0174,99999,1
8003,8033,0.0005,99999,1
8004,8034,0.0005,99999,1
