name,unit,fuel,capacity[MW],type,start[y],retirement[y],latitude,longitude,county,state
Tracy power station,GT3,NG/D,85,CT,1994,,39.5625,-119.525,Storey,Nevada
Tracy power station,GT4,NG/D,85,CT,1994,,39.5625,-119.525,Storey,Nevada
Valencia power station,GT4,NG/FO,54,CT,2006,,31.363472,-110.9313,Santa Cruz,Arizona
Valero Refinery cogeneration Unit 1 power station,GT 1,NG/OG,50,CT,2002,,38.0736,-122.1411,Solano,California
Valley (CA) power station,5,NG/FO,61,CT,2001,,34.244991,-118.3913,Los Angeles,California
Valley (CA) power station,CC1,NG/FO,630,CC,2003,,34.244991,-118.3913,Los Angeles,California
Watson cogeneration power station,CC1,NG/OG/WO,405,CC,1988,,33.816647,-118.2448,Los Angeles,California
Whitehorn power station,2,NG/FO,85,CT,1981,,48.885636,-122.7516,Whatcom,Washington
Whitehorn power station,3,NG/FO,85,CT,1981,,48.885636,-122.7516,Whatcom,Washington
Woodland power station,NA1,NG/FO,50,CT,1993,,37.652602,-121.0204,Stanislaus,California
Yellowstone Energy LP power station,GEN1,OG/COKE,68,ST,1995,,45.8117,-108.4278,Yellowstone,Montana
Yucca power station,GT3,NG/FO,72,CT,1973,,32.7214,-114.7106,Yuma,Arizona
Yucca power station,GT4,FO,72.4,CT,1974,,32.7214,-114.7106,Yuma,Arizona
Yucca power station,GT5,NG/FO,61,CT,2008,,32.7214,-114.7106,Yuma,Arizona
Yucca power station,GT6,NG/FO,61,CT,2008,,32.7214,-114.7106,Yuma,Arizona
Yucca power station,ST1,NG/FO,87,ST,1959,,32.7214,-114.7106,Yuma,Arizona
