Plant Code,Plant Name,State,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Generator Count,Year,Month,Charge (MWh),Discharge (MWh),Net Gen (MWh),geohash,match_dist_km
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,6.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,7.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,8.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,9.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,10.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,11.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2019,12.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,1.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,2.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,3.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,4.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,5.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,6.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,7.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,8.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,9.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,10.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,11.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2020,12.0,0.0,0.0,0.0,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,1.0,76.0,60.681,-15.042,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,2.0,81.0,64.796,-16.061,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,3.0,91.0,72.897,-18.069,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,4.0,88.0,70.796,-17.548,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,5.0,75.0,59.902,-14.848,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,6.0,86.0,69.128,-17.135,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,7.0,86.0,69.215,-17.157,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,8.0,87.0,69.421,-17.208,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,9.0,96.0,77.12,-19.116,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,10.0,83.0,66.628,-16.515,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,11.0,89.0,71.468,-17.715,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2021,12.0,89.0,70.948,-17.586,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,1.0,122.0,99.999,-22.05,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,2.0,128.0,105.05,-23.163,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,3.0,119.0,97.231,-21.439,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,4.0,124.0,101.837,-22.455,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,5.0,132.0,107.915,-23.795,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,6.0,133.0,109.008,-24.036,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,7.0,138.0,113.253,-24.972,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,8.0,142.0,116.357,-25.656,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,9.0,127.0,104.327,-23.004,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,10.0,142.0,116.42,-25.67,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,11.0,132.0,107.78,-23.765,9mumuf,29.84
60231,Genentech-Oceanside Hybrid,CA,San Diego,33.211095,-117.299593,WECC,CISO,2.0,2.0,1.0,1.0,1,2022,12.0,133.0,108.823,-23.995,9mumuf,29.84
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,1.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,2.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,3.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,4.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,5.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,6.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,7.0,,,,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,8.0,4481.0,3679.109,-802.004,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,9.0,4978.0,4087.155,-890.954,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,10.0,4301.0,3531.091,-769.739,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,11.0,4613.0,3787.606,-825.656,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,88.0,88.0,2,2021,12.0,4579.0,3760.039,-819.647,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,1.0,7390.0,6303.207,-1086.623,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,2.0,7763.0,6621.681,-1141.526,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,3.0,7185.0,6128.828,-1056.562,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,4.0,7526.0,6419.127,-1106.607,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,5.0,7975.0,6802.232,-1172.651,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,6.0,8056.0,6871.171,-1184.536,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,7.0,8369.0,7138.728,-1230.661,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,8.0,8599.0,7334.401,-1264.393,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,9.0,7710.0,6576.055,-1133.66,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,10.0,8603.0,7338.347,-1265.073,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,11.0,7965.0,6793.743,-1171.188,9q5sgb,29.1
60233,RE Garland,CA,Kern,34.825267,-118.524989,WECC,CISO,88.0,352.0,87.0,87.0,2,2022,12.0,8042.0,6859.48,-1182.52,9q5sgb,29.1
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,1.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,2.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,3.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,4.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,5.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,6.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,7.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,8.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,9.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,10.0,,,,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,11.0,0.0,17.062,11.891,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2020,12.0,0.0,15.938,11.109,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,1.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,2.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,3.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,4.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,5.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,6.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,7.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,8.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,9.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,10.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,11.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2021,12.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,1.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,2.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,3.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,4.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,5.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,6.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,7.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,8.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,9.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,10.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,11.0,0.0,0.0,0.0,9q9jb9,8.93
60249,Silicon Valley Clean Water,CA,San Mateo,37.542619,-122.231119,WECC,CISO,1.0,2.0,1.0,1.0,1,2022,12.0,0.0,0.0,0.0,9q9jb9,8.93
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,1.0,49.0,4.0,-45.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,2.0,56.0,11.0,-44.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,3.0,61.0,11.0,-49.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,4.0,56.0,8.0,-48.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,5.0,38.0,4.0,-34.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,6.0,55.0,8.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,7.0,57.0,7.0,-49.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,8.0,62.0,14.0,-48.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,9.0,53.0,6.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,10.0,57.0,10.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,11.0,45.0,5.0,-40.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2018,12.0,54.0,6.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,1.0,37.0,7.0,-31.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,2.0,55.0,10.0,-45.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,3.0,58.0,9.0,-49.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,4.0,61.0,15.0,-46.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,5.0,46.0,6.0,-39.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,6.0,51.0,5.0,-46.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,7.0,52.0,6.0,-46.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,8.0,53.0,6.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,9.0,52.0,6.0,-46.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,10.0,52.0,4.0,-47.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,11.0,48.0,6.0,-42.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2019,12.0,47.0,5.0,-42.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,1.0,42.0,3.0,-39.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,2.0,41.0,3.0,-38.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,3.0,41.0,4.0,-37.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,4.0,40.0,5.0,-35.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,5.0,26.0,2.0,-24.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,6.0,38.0,4.0,-34.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,7.0,39.0,5.0,-34.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,8.0,37.0,5.0,-32.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,9.0,35.0,6.0,-29.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,10.0,33.0,5.0,-28.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,11.0,30.0,3.0,-27.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2020,12.0,31.0,3.0,-28.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,1.0,31.0,2.0,-29.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,2.0,25.0,10.0,-15.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,3.0,40.0,15.0,-25.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,4.0,34.0,3.0,-30.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,5.0,30.0,3.0,-27.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,6.0,38.0,9.0,-29.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,7.0,20.0,3.0,-17.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,8.0,39.0,6.0,-33.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,9.0,32.0,5.0,-27.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,10.0,28.0,6.0,-22.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,11.0,20.0,3.0,-17.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,1.3,5.0,5.0,1,2021,12.0,5.0,0.0,-5.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,5.0,5.0,5.0,1,2022,1.0,19.0,2.0,-17.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,5.0,5.0,5.0,1,2022,2.0,28.0,3.0,-25.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,5.0,5.0,5.0,1,2022,3.0,34.0,3.0,-31.0,9rb6wg,97.06
60441,Salem Smart Power Center,OR,Marion,44.922,-123.0183,WECC,PGE,5.0,5.0,5.0,5.0,1,2022,4.0,36.0,4.0,-32.0,9rb6wg,97.06
